   2.1104265694208779e-01	   9.4481797055294581e-01	
   1.3047269990598871e+00	   1.0043894582785435e+00	
   1.8490485147848408e+00	   1.1107671149313958e+00	
   2.3937901397321184e+00	   1.2043794527859060e+00	
   2.7557842529683105e+00	   1.3022468969065308e+00	
   2.9361511457529108e+00	   1.3703285971643560e+00	
   3.4814529163299546e+00	   1.4469205099544100e+00	
   3.6611196270773467e+00	   1.5362777415428075e+00	
   3.8406463014172987e+00	   1.6298900793973179e+00	
   4.2037607059130027e+00	   1.6937166733890301e+00	
   4.2009599777641746e+00	   1.7788187987113115e+00	
   4.7459816755263535e+00	   1.8639209240335946e+00	
   4.9253683134588639e+00	   1.9617883681542194e+00	
   5.2876424995099196e+00	   2.0511455997426151e+00	
   5.8329442700869629e+00	   2.1277375125326694e+00	
   5.8291632870860441e+00	   2.2426253817177506e+00	
   6.7395399718629916e+00	   2.3234724007739174e+00	
   7.1022342671363718e+00	   2.4000643135639712e+00	
   7.0991534661726599e+00	   2.4936766514184834e+00	
   7.2788201769200533e+00	   2.5830338830068791e+00	
   7.8228616198301424e+00	   2.6979217521919603e+00	
   8.3676032447774205e+00	   2.7915340900464707e+00	
   8.9124849061321392e+00	   2.8808913216348673e+00	
   9.4568064218571113e+00	   2.9872689782877204e+00	
   1.0549650545530262e+01	   3.0723711036100023e+00	
   1.1276999645781222e+01	   3.1659834414645127e+00	
   1.2186676148520943e+01	   3.2681059918512512e+00	
   1.2977803222226310e+01	   3.3469152724798668e+00	
   1.3692763594926301e+01	   3.4221446816734900e+00	
   1.4406715302229381e+01	   3.5280231094274788e+00	
   1.5001919583259971e+01	   3.6088250674502600e+00	
   1.5596665380019273e+01	   3.7035583975459341e+00	
   1.6191227783070012e+01	   3.8038642764707653e+00	
   1.6666951062994027e+01	   3.8818799600789675e+00	
   1.6903070462725008e+01	   3.9738270157600635e+00	
   1.7378793742649027e+01	   4.0518426993682652e+00	
   1.7853416660321869e+01	   4.1632936759514116e+00	
   1.8329323333954413e+01	   4.2357368107304563e+00	
   1.8923427252733863e+01	   4.3499740617281804e+00	
   1.9398600351532295e+01	   4.4447073918238553e+00	
   2.0112368665126848e+01	   4.5561583684070008e+00	
   2.1066107646331488e+01	   4.6425328752589401e+00	
   2.2258625236040785e+01	   4.7400524797691919e+00	
   2.2973035427615191e+01	   4.8319995354502883e+00	
   2.3209980099034535e+01	   4.8988701214001749e+00	
   2.3446649679891102e+01	   4.9740995305937981e+00	
   2.3923014837794987e+01	   5.0326112932999498e+00	
   2.4638250301057774e+01	   5.0994818792498373e+00	
   2.5114523762107378e+01	   5.1607799163705677e+00	
   2.5709636346283720e+01	   5.2443681488079266e+00	
   2.6185818110479055e+01	   5.3084524603432364e+00	
   2.6781022391509662e+01	   5.3892544183660167e+00	
   2.6897752486988320e+01	   5.4756289252179551e+00	
   2.7372558798369692e+01	   5.5815073529719434e+00	
   2.8086968989944094e+01	   5.6734544086530390e+00	
   2.8202690420025846e+01	   5.7904779340653425e+00	
   2.8438626426048298e+01	   5.8879975385755952e+00	
   2.8913341040575407e+01	   5.9966622407441630e+00	
   2.8911048619218796e+01	   6.0663191011086290e+00	
   2.9386496808580016e+01	   6.1526936079605674e+00	
   2.9981609392756358e+01	   6.2362818403979263e+00	
   3.1054829375067591e+01	   6.3254426216644433e+00	
   3.2127774266816033e+01	   6.4229622261746968e+00	
   3.2601600881122550e+01	   6.4734648350311623e+00	
   3.3367450454052126e+01	   6.5220043936949663e+00	
   3.5010718639682608e+01	   6.5603250979032346e+00	
   3.6105390002021231e+01	   6.6114193701809238e+00	
   3.7529219458334993e+01	   6.6548495016169600e+00	
   3.8185349666606186e+01	   6.7059437738946492e+00	
   3.9388227023056182e+01	   6.8004681776083746e+00	
   4.0372674563887479e+01	   6.8694454451832554e+00	
   4.1357458409284739e+01	   6.9282038583025978e+00	
   4.2451961619340402e+01	   6.9844075578080576e+00	
   4.3217306735420934e+01	   7.0482753981551687e+00	
   4.3982820003784497e+01	   7.1070338112745111e+00	
   4.4967856077606257e+01	   7.1581280835522012e+00	
   4.5733369345969834e+01	   7.2168864966715436e+00	
   4.6389163249675008e+01	   7.2781996234047712e+00	
   4.7593049519823026e+01	   7.3420674637518832e+00	
   4.8249179728094198e+01	   7.3931617360295725e+00	
   4.8576488146956279e+01	   7.4417012946933774e+00	
   4.8903460261252349e+01	   7.5004597078127215e+00	
   4.9449450724157657e+01	   7.5668822617737170e+00	
   4.9885805898546117e+01	   7.6333048157347134e+00	
   5.0431628209168430e+01	   7.7048367969234794e+00	
   5.0648796882664648e+01	   7.7687046372705915e+00	
   5.1304843014794315e+01	   7.8223536231621651e+00	
   5.2289710936333115e+01	   7.8785573226676231e+00	
   5.3713288164222369e+01	   7.9296515949453132e+00	
   5.5247089213618978e+01	   7.9628628719258110e+00	
   5.6013359167256034e+01	   7.9986288625201922e+00	
   5.7547580597360167e+01	   8.0190665714312690e+00	
   5.8861942917440054e+01	   8.0573872756395364e+00	
   5.9627876566511091e+01	   8.1033721206894569e+00	
   6.0832855826498630e+01	   8.1340286840560694e+00	
   6.2586179681353485e+01	   8.1595758201949167e+00	
   6.4231129389813987e+01	   8.1468022521254930e+00	
   6.5000005703837545e+01	   8.1033721206894569e+00	
   6.5659498957768761e+01	   8.0522778484117676e+00	
   6.5770563540691128e+01	   8.0088477169757315e+00	
   6.6210618065305610e+01	   7.9628628719258110e+00	
   6.6650504437637096e+01	   7.9219874541036601e+00	
   6.6761569020559463e+01	   7.8785573226676231e+00	
   6.7201035012183439e+01	   7.8504554729148941e+00	
   6.7750808901456296e+01	   7.8019159142510883e+00	
   6.8081312213695398e+01	   7.7533763555872843e+00	
   6.9069711333177210e+01	   7.7022820833095951e+00	
   6.9619401146308562e+01	   7.6562972382596737e+00	
   7.0168166121883374e+01	   7.6384142429624822e+00	
   7.1374742828559420e+01	   7.6205312476652916e+00	
   7.2360283359230195e+01	   7.6562972382596737e+00	
   7.3016413567501402e+01	   7.7073915105373638e+00	
   7.4001870022030673e+01	   7.7457122147456303e+00	
   7.5316400494393562e+01	   7.7789234917261290e+00	
   7.6741491092829833e+01	   7.7840329189538977e+00	
   7.8059300534711255e+01	   7.7176103649929013e+00	
   7.8390056075374858e+01	   7.6614066654874433e+00	
