   2.6414414347372569e-02	   1.3913521936144584e+00	
   4.8248500728976185e-02	   1.6099465885027477e+00	
   4.8106902056197505e-02	   1.7738917473030167e+00	
   6.9930096232203032e-02	   2.0050973082528665e+00	
   8.5471929867528135e-02	   2.2236914603350799e+00	
   8.2173312616011726e-02	   2.4002476637938694e+00	
   7.8820234336503772e-02	   2.6398596975604538e+00	
   9.4398375323823433e-02	   2.8164166294374717e+00	
   1.0682675920280423e-01	   2.9971771619319707e+00	
   1.2551834994646818e-01	   3.2115677133967031e+00	
   1.3722684207206953e-01	   3.3229149114178225e+00	
   1.4216953359967416e-01	   3.4546621268888922e+00	
   1.4964338321020115e-01	   3.5830313111930052e+00	
   1.5712306816893484e-01	   3.7046442380432132e+00	
   1.6963589255247913e-01	   3.8532823898290158e+00	
   1.7962047652720448e-01	   4.0019204440548259e+00	
   1.8456608572891264e-01	   4.1302895307989447e+00	
   1.9963340958820661e-01	   4.2485246216021819e+00	
   2.0710142385052666e-01	   4.3836500633601956e+00	
   2.0953338101393293e-01	   4.4951284089095660e+00	
   2.1446148417102032e-01	   4.6437662680153897e+00	
   2.2447524488677981e-01	   4.7586230349716905e+00	
   2.3445982886150515e-01	   4.9072610891975001e+00	
   2.4445608353264442e-01	   5.0423866285155059e+00	
   2.5195327453599842e-01	   5.1437307830040098e+00	
   2.6447485194185300e-01	   5.2822345486089599e+00	
   2.7951008138600941e-01	   5.4376290554086566e+00	
   2.9956386188445894e-01	   5.6369394307787006e+00	
   3.1461367969913245e-01	   5.7754432939436438e+00	
   3.2713817477909041e-01	   5.9105689308216425e+00	
   3.5481752394144461e-01	   6.0625857966943535e+00	
   3.6984400036329096e-01	   6.2281146896749027e+00	
   3.8743372928319691e-01	   6.3531061354920340e+00	
   3.9994363599263766e-01	   6.5051224160047880e+00	
   4.0993989066377684e-01	   6.6402479553227938e+00	
   4.4270197971069947e-01	   6.7618618577729324e+00	
   4.5525273385758819e-01	   6.8665843361083727e+00	
   4.7031130469457189e-01	   6.9949538130924651e+00	
   5.1063769124922764e-01	   7.1402149093112373e+00	
   5.5098741919671046e-01	   7.2584509757144042e+00	
   5.9133714714419328e-01	   7.3766870421175703e+00	
   6.3172188718091726e-01	   7.4543855637973246e+00	
   6.9235005653281290e-01	   7.5118160935953195e+00	
   7.4544602279211347e-01	   7.5084400136282179e+00	
   8.0110232387537028e-01	   7.4679046152246507e+00	
   8.4667192239028222e-01	   7.3969656680385549e+00	
   8.7708083147459093e-01	   7.3158917493116471e+00	
   9.4548920621787225e-01	   7.1469879470839128e+00	
   9.8095751379392204e-01	   7.0625360947500413e+00	
   9.2519325876883896e-01	   7.2280622560507890e+00	
   1.0113780935746446e+00	   6.9679496611153313e+00	
   1.0417899203330567e+00	   6.8834976136614738e+00	
   1.0646082728427020e+00	   6.8091796597084899e+00	
   1.0874470490710710e+00	   6.7112148046668514e+00	
   1.1153335530947679e+00	   6.6233845309260513e+00	
   1.1533476071242574e+00	   6.5186640037904668e+00	
   1.1736464722473940e+00	   6.4342115660966384e+00	
   1.1939453373705304e+00	   6.3497591284028090e+00	
   1.2193123540077184e+00	   6.2517943709211625e+00	
   1.2396170544790619e+00	   6.1605856757734330e+00	
   1.2826992600226028e+00	   6.0423528288500306e+00	
   1.2598984135575779e+00	   6.0964020104413086e+00	
   1.3156597509085579e+00	   5.9342539778675105e+00	
   1.3359936281209353e+00	   5.8092639954502721e+00	
   1.3563187523110025e+00	   5.6944083992138852e+00	
   1.3766409588269666e+00	   5.5829309317044489e+00	
   1.3944115835412845e+00	   5.4984783964506283e+00	
   1.4172474420955499e+00	   5.4038916701359394e+00	
   1.4476796925726865e+00	   5.2957927215934264e+00	
   1.4704980450823311e+00	   5.2214747676404434e+00	
   1.5009390485817775e+00	   5.1032414329170770e+00	
   1.5414959313906027e+00	   4.9816303597067320e+00	
   1.5618239732547734e+00	   4.8633966347433955e+00	
   1.5821403444225308e+00	   4.7586754246878602e+00	
   1.6125959362924940e+00	   4.6235514463297411e+00	
   1.6405057817090178e+00	   4.5086961427733323e+00	
   1.6608221528767750e+00	   4.4039749327177988e+00	
   1.6862095932326866e+00	   4.2823632741474968e+00	
   1.7039948063175221e+00	   4.1810200952589218e+00	
   1.7369552972034765e+00	   4.0729212442764009e+00	
   1.7699332941340526e+00	   3.9445536209321754e+00	
   1.7953178168158606e+00	   3.8263200910888240e+00	
   1.8283016490946427e+00	   3.6911962102906974e+00	
   1.8511054132337714e+00	   3.6337688999724675e+00	
   1.8942401369111732e+00	   3.4547297359639515e+00	
   1.9196304949411886e+00	   3.3297399486666985e+00	
   1.9525880681530401e+00	   3.2250192264111290e+00	
   1.9754414327519261e+00	   3.1101637277347352e+00	
   2.0033541958425531e+00	   2.9919302954513776e+00	
   2.0413711675461461e+00	   2.8838316395888417e+00	
